popularity,duration_ms,explicit,danceability,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
-1.4574946,0.22881491,-0.29269093,-1.8322971,-1.1975725,0.7485982,-0.45237428,1.7114475,2.0993273,-0.53257155,-1.2297364,-1.5516149,-1.9200785,classical
-1.4574946,-0.65257365,-0.29269093,-2.032287,-0.085168086,-1.33583,-0.5310781,1.6260529,1.9062932,0.08841118,-1.0684187,-2.3273501,0.25409395,classical
-1.4574946,0.5358354,-0.29269093,-2.1890357,-1.1975725,-1.33583,-0.3894112,1.7252208,2.2686033,-0.4739883,-1.2849878,1.5962942,-1.9200785,classical
-1.4574946,-0.59592885,-0.29269093,-1.2053024,-1.1975725,0.7485982,-0.52583116,1.6756368,2.1201155,-0.5934982,-0.7982116,-0.7152937,-1.9200785,classical
-1.4574946,0.28111497,-0.29269093,-2.0539074,0.47103408,-1.33583,-0.38809952,1.2100989,0.44814306,-0.42126334,-1.3394325,0.42149985,0.25409395,classical
-1.4574946,-0.3565817,-0.29269093,-0.8863999,-0.085168086,-1.33583,-0.3999051,1.714202,2.2062385,-0.35682175,-1.0643858,-1.9043933,0.25409395,classical
-1.4574946,0.47514185,-0.29269093,-1.4485332,-0.085168086,0.7485982,-0.33431855,1.5489223,1.9597487,2.0275178,-0.3303902,1.3291101,-6.2684236,classical
-1.4574946,1.1144446,-0.29269093,-0.6756,-1.1975725,0.7485982,-0.32513642,1.714202,2.126055,-0.59584147,-1.4233177,0.49390003,0.25409395,classical
-1.4574946,-0.5780612,-0.29269093,-0.7891076,1.5834384,0.7485982,-0.2175746,1.5489223,2.0339925,0.1469944,0.77866936,-0.279008,0.25409395,classical
-1.4574946,0.025639592,-0.29269093,-1.1458461,0.192933,-1.33583,-0.30152532,1.7114475,2.1943595,-0.6356781,-1.2797449,-1.6524905,0.25409395,classical
-1.4574946,0.32799703,-0.29269093,-1.3728614,-1.1975725,0.7485982,-0.31201917,1.6756368,2.2418754,3.1230247,-0.9716281,0.23459204,0.25409395,classical
-1.4574946,0.31397828,-0.29269093,-0.9890973,-1.1975725,0.7485982,-0.5310781,1.7031834,2.2507849,-0.34510505,-1.1611764,-0.7349844,0.25409395,classical
-1.4574946,-0.28377903,-0.29269093,-1.6539279,0.7491352,0.7485982,-0.4445039,1.7197113,2.2151477,-0.56420654,-1.12488,-0.89213747,0.25409395,classical
-1.4574946,-0.06508244,-0.29269093,-1.2323279,1.3053373,0.7485982,-0.53632504,1.6976742,2.1082363,2.9238417,-0.49977377,-0.29533255,0.25409395,classical
-1.4574946,1.6679919,-0.29269093,-0.40534353,-0.36326918,0.7485982,-0.36186492,1.5489223,-0.53580225,1.014027,1.0690411,-0.7942237,0.25409395,classical
-1.4574946,1.5943824,-0.29269093,-1.7782458,1.5834384,-1.33583,-0.31333092,1.7197113,2.2092083,-0.5706507,0.048706543,-2.0225022,0.25409395,classical
-1.4574946,-1.040028,-0.29269093,-0.85937434,1.0272362,-1.33583,-0.25823823,1.7224661,2.0488412,-0.6280623,0.48829734,0.3614187,0.25409395,classical
-1.4574946,0.13515443,-0.29269093,0.15138446,-1.1975725,0.7485982,-0.3736705,1.6232982,-0.53181684,-0.8131854,1.2061611,-0.8015615,0.25409395,classical
-1.4574946,-0.63136053,-0.29269093,-1.1728717,0.47103408,0.7485982,-0.22413322,1.7004287,1.9953858,-0.5032799,0.72220814,0.506387,0.25409395,classical
-1.4574946,-0.8043593,-0.29269093,-1.8322971,-1.4756736,0.7485982,-0.41695762,1.714202,2.256724,-0.75928885,-1.3390293,0.7174954,0.25409395,classical
-1.4574946,-0.62207884,-0.29269093,-1.0431485,-0.64137024,0.7485982,-0.35005933,1.6205436,2.0933876,-0.5601057,-0.8667716,0.70834005,0.25409395,classical
0.30311996,0.09566661,-0.29269093,0.45407155,1.5834384,-1.33583,-0.04311453,0.9318779,-0.2841986,1.3362348,-0.29409367,0.3719874,0.25409395,classical
0.22976103,0.3337185,-0.29269093,0.68108684,-0.64137024,0.7485982,-0.53370154,1.5654502,-0.36824268,-0.4798466,0.43990192,-0.57221,0.25409395,classical
1.1467478,-0.40901497,-0.29269093,-1.2755691,1.0272362,0.7485982,-0.28447285,1.7031834,2.2626638,-0.66614145,-1.2095717,0.8804718,0.25409395,classical
0.19308156,0.19073342,-0.29269093,0.28110746,1.0272362,0.7485982,-0.23331533,0.98972577,-0.5376904,-0.53257155,-0.30215958,-0.6400326,0.25409395,classical
0.22976103,-0.07337229,-0.29269093,-1.9458047,0.7491352,0.7485982,-0.35530624,1.6535995,-0.5277482,-0.31581345,0.7746362,-1.4073533,0.25409395,classical
0.2664405,0.4288519,-0.29269093,0.3297536,-0.36326918,-1.33583,1.5335851,0.7445608,-0.53756416,-0.65735394,0.44796795,1.3752227,0.25409395,classical
0.30311996,0.46319556,-0.29269093,0.4919076,1.0272362,-1.33583,-0.16248195,0.5930543,-0.53781575,-0.52671325,1.0287118,1.0361439,0.25409395,classical
0.119722605,0.8152477,-0.29269093,0.60001004,1.5834384,0.7485982,-0.33300686,-0.23334445,-0.5334205,-0.6854739,-0.007754656,-0.64121073,0.25409395,classical
0.19308156,-0.7622587,-0.29269093,-0.8161332,-1.4756736,0.7485982,-0.5114022,1.6012609,-0.53781575,-0.36268008,0.28261724,-1.629367,0.25409395,classical
0.4131584,-0.575974,-0.29269093,-1.6377126,1.0272362,0.7485982,-0.59928805,0.60131836,-0.52376884,-0.5032799,-0.7982116,-1.1788434,-1.9200785,classical
0.22976103,7.2517977,-0.29269093,0.68108684,-0.9194713,-1.33583,-0.29103145,1.2927387,-0.53781575,-0.5630349,1.1698647,-0.05362844,0.25409395,classical
0.2664405,-0.44357327,-0.29269093,-0.7080308,-0.64137024,0.7485982,0.051330075,1.2376455,-0.1725358,1.0726101,0.9561187,-0.6437687,0.25409395,classical
-1.4574946,0.37684792,-0.29269093,-1.2485435,-1.1975725,0.7485982,-0.36186492,1.7197113,2.1913898,-0.77393466,-1.5229315,-1.6859475,2.4282663,classical
0.30311996,7.3786917,-0.29269093,0.2919179,0.47103408,0.7485982,5.5343623,1.6150342,-0.53781575,1.3186599,1.5408955,-1.12886,-1.9200785,classical
-1.4574946,-0.31446627,-0.29269093,-2.3079484,1.5834384,-1.33583,-0.35005933,1.2376455,2.235936,-0.5442882,-1.5257546,-0.7317867,0.25409395,classical
-1.4208152,-0.5608968,-0.29269093,-2.1998458,1.0272362,0.7485982,-0.41564587,0.6481475,0.6530562,-0.44469666,-1.2418354,0.698815,0.25409395,classical
-1.4574946,-0.1657449,-0.29269093,-0.632359,-0.085168086,-1.33583,-0.36580008,1.3147761,-0.12798949,-0.5032799,-1.0361552,0.9622964,0.25409395,classical
-1.4574946,-1.1413788,-0.29269093,-0.20535384,1.3053373,0.7485982,-0.33956546,1.6728822,-0.53048044,-0.555419,-0.60866326,-0.6241795,0.25409395,classical
-1.4574946,-0.0028123544,-0.29269093,-1.2323279,-0.9194713,-1.33583,-0.26348516,1.7252208,2.1913898,-0.730583,-0.911134,0.20066407,0.25409395,classical
-1.4574946,2.0510938,-0.29269093,-1.7782458,-0.085168086,0.7485982,-0.4825441,1.3092666,1.9062932,2.9062667,-0.41508198,1.9080087,-1.9200785,classical
-1.4574946,2.4608567,-0.29269093,-2.3565943,0.47103408,0.7485982,-0.29103145,1.4222078,-0.20520312,-0.20450526,-1.5217215,1.9038013,0.25409395,classical
-1.4208152,0.39687678,-0.29269093,-1.3296202,-0.9194713,-1.33583,-0.34350067,1.7252208,2.1973293,-0.6831306,-1.0321223,1.5978761,-6.2684236,classical
-1.3474562,0.6833725,-0.29269093,-1.3404306,-0.9194713,-1.33583,-0.32120126,1.705938,1.9864765,-0.85243624,-1.4410627,0.555731,0.25409395,classical
-1.4574946,-0.30716825,-0.29269093,-1.4106972,-0.36326918,0.7485982,-0.45893294,1.714202,2.212178,-0.39783004,-0.9151669,0.27377096,-1.9200785,classical
-1.4574946,0.05561628,-0.29269093,-0.8107282,0.47103408,-1.33583,6.282048,1.5131117,1.7162287,2.8594,1.1255023,-0.27264664,0.25409395,classical
-1.4574946,-1.0122939,-0.29269093,-0.95666647,-1.4756736,0.7485982,-0.14936462,0.9731978,2.126055,-0.43298003,-0.49170786,0.97034085,0.25409395,classical
-1.3841357,0.22683866,-0.29269093,-0.9836923,0.47103408,0.7485982,-0.20839249,1.7031834,1.6716825,0.1762861,-1.3668566,1.636449,0.25409395,classical
-1.3841357,0.49853107,-0.29269093,-1.0971999,-0.085168086,0.7485982,-0.36186492,1.6894101,2.0191438,-0.6239615,-1.2801483,0.581177,-1.9200785,classical
-1.4574946,2.6349435,-0.29269093,-1.2215178,0.47103408,0.7485982,-0.4943497,1.6177888,2.078539,-0.61986065,-1.2458682,0.78811187,0.25409395,classical
-1.4574946,-0.72827035,-0.29269093,-1.1188203,-0.9194713,0.7485982,-0.4445039,0.7390515,0.41844556,-0.6409506,-1.5342237,-0.07298243,0.25409395,classical
-1.4574946,-0.372399,-0.29269093,0.84324086,-0.085168086,0.7485982,-0.22544497,1.7224661,2.1468432,-0.71183634,0.645582,-0.052854203,0.25409395,classical
-1.4574946,-0.8844082,-0.29269093,-0.17292318,-1.4756736,0.7485982,-0.36580008,1.6618634,-0.5377103,-0.7229672,1.1617988,0.011265839,0.25409395,classical
-1.4574946,3.8183196,-0.29269093,-0.99450237,-1.4756736,0.7485982,-0.41564587,1.3147761,1.4786483,-0.70890725,-0.24166535,-0.46066484,0.25409395,classical
-1.4574946,1.0605606,-0.29269093,-0.8701846,-0.9194713,-1.33583,-0.41958106,1.7004287,2.1943595,-0.52671325,-1.0724516,-0.8211509,0.25409395,classical
-1.4574946,-0.06715491,-0.29269093,-1.6755484,0.192933,-1.33583,-0.39203468,1.7197113,2.0844784,-0.81494296,-1.3245107,-1.5555531,0.25409395,classical
-1.4574946,-0.73300743,-0.29269093,0.3459691,-0.36326918,-1.33583,-0.4431922,1.6646181,1.8617469,-0.43298003,0.6980103,-1.4491911,0.25409395,classical
-1.4574946,-0.5877352,-0.29269093,0.18381512,-0.36326918,-1.33583,0.28088284,1.7169567,2.1884198,-0.8090846,0.653648,0.5348627,0.25409395,classical
-1.4574946,-0.69283867,-0.29269093,-1.4377229,-0.64137024,-1.33583,-0.38809952,1.7252208,1.968658,-0.79502463,-0.8062774,-1.5724162,-1.9200785,classical
-1.4574946,-0.51312655,-0.29269093,-0.7566768,0.192933,0.7485982,-0.2870963,1.7224661,2.0815089,-0.82080126,-0.9917928,-0.58476484,0.25409395,classical
-1.4574946,-0.7554122,-0.29269093,-1.6701432,-0.085168086,0.7485982,-0.43269834,1.7197113,2.1409037,-0.69601893,-1.5007502,-1.6421236,0.25409395,classical
-1.4574946,-1.281418,-0.29269093,-0.15130262,1.3053373,0.7485982,-0.43007487,1.1081764,-0.5085933,-0.8325179,2.1982653,-0.29886684,0.25409395,classical
-1.4574946,-0.85055304,-0.29269093,-0.72965115,0.192933,0.7485982,-0.22675672,1.7252208,2.2893918,-0.67902976,-0.7336845,-1.5717093,0.25409395,classical
-1.4574946,-0.84936136,-0.29269093,-0.6377641,-0.9194713,0.7485982,-0.31201917,1.7224661,2.0250833,-0.6503239,0.032574736,1.1297488,0.25409395,classical
-1.4574946,-0.6590871,-0.29269093,-0.545877,-0.9194713,0.7485982,-0.4602447,1.6618634,2.1676316,-0.12834693,-0.40298307,0.2673084,0.25409395,classical
-1.4574946,-0.5217125,-0.29269093,-0.8323486,0.192933,-1.33583,-0.5612479,0.62886494,-0.3608183,0.012252857,0.363276,-0.38621157,-1.9200785,classical
-1.4574946,-0.873735,-0.29269093,-1.4809638,-0.36326918,-1.33583,-0.584859,1.102667,-0.5298568,0.74454385,-1.3850048,-0.5555154,0.25409395,classical
0.083043136,0.32900363,-0.29269093,-0.021579634,1.5834384,0.7485982,-0.14542946,0.10823368,-0.5372218,-0.5524899,-0.87080455,-1.1793818,0.25409395,classical
0.1564021,-0.11147599,-0.29269093,0.42704594,1.0272362,-1.33583,-0.57698864,0.6784489,-0.5368387,-0.18693025,-0.08841356,-0.6088983,0.25409395,classical
0.19308156,0.19210272,-0.29269093,0.1027383,0.47103408,0.7485982,-0.32120126,-0.15345927,-0.53779817,-0.8102563,0.7343068,1.7835379,0.25409395,classical
-0.5038284,0.27765098,-0.29269093,-1.2107075,0.7491352,0.7485982,-0.57698864,1.5406582,-0.5373881,-0.43298003,-1.0724516,-1.6619486,2.4282663,classical
-1.4574946,0.10091438,-0.29269093,-1.0431485,-0.085168086,0.7485982,-0.5586244,1.4194531,-0.53780746,-0.6450514,-1.0038917,-1.2150265,-1.9200785,classical
0.119722605,0.27428323,-0.29269093,0.81080985,0.47103408,-1.33583,-0.25430304,1.0558376,-0.535529,-0.58822566,0.508462,-0.20351134,0.25409395,classical
-1.4574946,-0.7854111,-0.29269093,-0.28102562,1.5834384,-1.33583,-0.5520658,1.4580184,2.173571,-0.55659074,1.3069849,0.44923437,0.25409395,classical
-1.4574946,0.43855548,-0.29269093,-2.4106457,-1.1975725,0.7485982,-0.5205843,1.5902421,2.1201155,-0.73585546,-1.3725026,-1.6168458,0.25409395,classical
-1.4208152,-0.46220323,-0.29269093,0.091928184,0.7491352,0.7485982,-0.5783004,1.0172724,-0.06562463,-0.45641333,0.653648,0.5874377,0.25409395,classical
-1.4574946,-0.22127208,-0.29269093,-1.102605,1.3053373,0.7485982,-0.507467,1.0668563,-0.53781575,-0.06390538,-0.28602776,0.49935234,0.25409395,classical
-1.4574946,0.09499306,-0.29269093,-2.0701227,-0.085168086,0.7485982,-0.52451944,1.265192,-0.53780407,-0.56830734,-1.1490777,-1.3849365,0.25409395,classical
-1.4574946,-0.6593832,-0.29269093,-0.5080411,1.0272362,-1.33583,-0.507467,0.9539151,-0.5378122,0.1762861,0.2584195,-1.2854745,0.25409395,classical
-1.4574946,-0.8181782,-0.29269093,-0.016174577,-0.085168086,0.7485982,-0.521896,1.207344,2.235936,-0.39197168,-0.36668667,-1.3303418,0.25409395,classical
-1.4574946,-0.32334825,-0.29269093,-0.0540103,-0.085168086,0.7485982,-0.5271429,0.9511605,-0.52757007,-0.5442882,0.53669274,0.4880769,0.25409395,classical
-1.4574946,-0.28693214,-0.29269093,-0.5566871,0.47103408,0.7485982,1.4548813,1.7224661,2.2418754,-0.6971906,-0.8667716,-1.4376799,0.25409395,classical
-1.4574946,2.021095,-0.29269093,-0.91342556,1.3053373,0.7485982,-0.30152532,1.714202,2.0874481,-0.576509,-1.048254,-1.6208514,0.25409395,classical
-1.4574946,-0.7755447,-0.29269093,-1.0053127,-0.64137024,0.7485982,-0.5009083,1.4745464,2.3369076,-0.6491523,0.6939774,-1.3852731,0.25409395,classical
-1.4574946,0.67813957,-0.29269093,-2.4819934,0.7491352,0.7485982,-0.3107074,1.7252208,2.028053,-0.49742162,-1.5188985,-1.6855772,-6.2684236,classical
-1.4574946,-0.23147155,-0.29269093,-0.48642054,0.47103408,0.7485982,-0.26873207,1.7279754,2.2686033,-0.65676814,-0.7336845,-1.1691833,-1.9200785,classical
-1.4574946,-0.564346,-0.29269093,-1.1728717,1.5834384,-1.33583,-0.35924146,1.7114475,1.6984103,-0.9315237,0.32294664,0.44852766,-1.9200785,classical
-1.4574946,-0.5634578,-0.29269093,-1.1188203,-0.36326918,0.7485982,-0.439257,1.7197113,2.2270267,0.49849415,0.44796795,0.70850855,0.25409395,classical
-1.4574946,-0.43368468,-0.29269093,-1.8593227,0.47103408,-1.33583,-0.44712737,1.7224661,2.0339925,0.7972688,-0.23359945,1.2270567,-1.9200785,classical
-1.4574946,-0.010110382,-0.29269093,-1.7241946,0.47103408,0.7485982,-0.36580008,1.510357,2.1824803,-0.39783004,-0.65302557,-0.9899836,-1.9200785,classical
-1.4574946,-0.76587075,-0.29269093,-0.9674768,0.47103408,0.7485982,-0.2923432,1.7252208,1.9894463,-0.52671325,-0.8950022,-0.8561898,-1.9200785,classical
-1.4574946,2.092151,-0.29269093,-0.9350461,1.3053373,-1.33583,0.8252509,1.6315622,1.9419302,2.8594,-0.27796188,0.5682858,-1.9200785,classical
-1.4574946,-0.36786178,-0.29269093,-0.24318989,1.3053373,0.7485982,-0.40777546,1.6260529,-0.10423144,-0.7100789,-0.120677054,-0.10054877,0.25409395,classical
-1.4574946,-0.32117957,-0.29269093,-1.8755382,0.47103408,-1.33583,-0.44843912,1.568205,2.2299964,-0.52671325,-1.4773593,-0.8268728,-1.9200785,classical
-1.4574946,1.8674368,-0.29269093,-1.1188203,-1.4756736,0.7485982,-0.1611702,1.4304719,1.7102894,4.3005486,-0.81434333,0.51581144,0.25409395,classical
-1.4574946,-1.0587764,-0.29269093,-0.12427702,1.5834384,-1.33583,-0.4838558,1.6453356,0.40062708,0.7914104,-0.71351975,0.35266757,0.25409395,classical
-1.4574946,1.1809633,-0.29269093,-1.9079689,-0.9194713,0.7485982,-0.46942678,1.6563542,2.0488412,-0.8360329,-0.7296515,2.1752934,-1.9200785,classical
-1.4574946,-0.7302466,-0.29269093,0.24327172,-0.36326918,-1.33583,-0.46811506,1.6425807,2.1973293,-0.5601057,0.29068312,-1.5016317,0.25409395,classical
-1.4574946,1.5230157,-0.29269093,-2.167415,-0.9194713,0.7485982,-0.36055318,1.4910744,1.992416,-0.68488806,-1.3132184,2.1052828,-1.9200785,classical
0.119722605,-0.8986046,-0.29269093,-1.5025843,-1.1975725,0.7485982,-0.405152,1.7004287,0.21353237,-0.7680763,-0.93533164,-1.0361636,0.25409395,classical
0.046363667,0.41839337,-0.29269093,0.7081125,1.5834384,-1.33583,-0.30546048,0.22943884,-0.5375232,0.48091903,0.82303166,0.8332146,0.25409395,classical
0.119722605,11.185856,-0.29269093,-0.05941536,1.0272362,0.7485982,0.04477141,1.2293814,-0.53781575,1.1370518,1.4562038,-0.98244405,-6.2684236,classical
-1.4208152,2.177914,-0.29269093,-1.826892,0.47103408,0.7485982,-0.47860888,0.9539151,2.1765409,-0.5442882,-1.5269644,0.81837124,0.25409395,classical
-1.4574946,-0.6950147,-0.29269093,-1.826892,0.47103408,0.7485982,-0.34612414,1.7169567,2.3398774,-0.7264822,-1.5225282,-1.8180246,-1.9200785,classical
-1.4574946,-1.2216127,-0.29269093,1.3297021,-0.085168086,-1.33583,-0.28447285,1.4111891,-0.53781575,-0.6245473,2.214397,-0.18903802,-1.9200785,classical
-1.4574946,7.1023803,-0.29269093,-0.7512717,1.3053373,0.7485982,-0.3631766,1.714202,2.1319945,-0.70539224,-1.5213183,0.24647376,0.25409395,classical
-1.4574946,-0.5110541,-0.29269093,-0.74046147,-1.4756736,0.7485982,-0.5428837,1.0806296,-0.51619595,-0.29823843,0.15759605,0.93324864,-1.9200785,classical
-1.4574946,2.385456,-0.29269093,-1.3728614,-1.1975725,-1.33583,-0.3999051,1.7252208,2.1884198,-0.6110732,-1.4963139,-1.6887748,2.4282663,classical
-1.4574946,0.030939175,-0.29269093,-0.94045115,1.0272362,0.7485982,-0.26479685,1.7004287,-0.3329026,-0.55717653,-0.6126962,-0.30448785,0.25409395,classical
